fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.8,0.6,0.26,3.6,0.083,22,84,0.99622,3.35,0.59,9.3,5
6.8,0.48,0.3,2,0.084,21,119,0.9959,3.1,0.54,9.5,5
9.2,0.28,0.38,2.2,0.093,19,98,0.998,3.33,0.53,9.4,5
8,0.76,0.2,2.3,0.072,24,125,0.9976,3.1,0.49,9.6,5
8.3,0.5,0.49,2.2,0.09,26,62,0.9974,3.37,0.76,11.4,7
9.3,0.31,0.47,1.9,0.075,16,65,0.9984,3.21,0.9,9.5,6
8.8,0.39,0.41,2.1,0.053,5,13,0.991,3.29,0.75,12.7,7
7.1,0.43,0,2.1,0.065,26,35,0.99684,3.44,0.56,9.8,4
7.9,0.46,0.42,1.9,0.052,38,46,0.99504,3.35,0.62,11.5,6
8.8,0.33,0.73,2,0.073,3,37,0.99546,3.37,0.65,13.6,6
7.2,0.84,0,2.2,0.067,32,54,0.9959,3.31,0.54,11,5
8,0.4,0.49,1.4,0.08,11,18,0.99652,3.37,0.77,10.3,6
7.4,0.64,0.26,2.5,0.114,52,102,0.99736,3.25,0.61,9.8,5
12.3,0.6,0.49,2.4,0.092,6,15,1.0004,3.16,0.61,9.8,6
6.4,0.59,0.08,3.1,0.076,24,52,0.9957,3.04,0.57,12,7
7,0.705,0.02,1.9,0.076,27,61,0.99557,3.35,0.61,10.5,5
8.1,0.87,0,1.7,0.067,8,22,0.9967,3.2,0.57,10.5,7
10,0.6,0.22,4.1,0.086,41,110,0.99922,3.15,0.49,9.6,5
10.2,0.35,0.42,2,0.061,18,29,0.99704,3.17,0.71,10,5
8.2,0.625,0.37,2.1,0.093,19,61,0.9986,3.26,0.55,9.2,5
7.5,0.66,0,2.6,0.123,6,15,0.99631,3.38,0.53,10.9,5
7.5,0.65,0.07,2.2,0.1,5,19,0.99598,3.21,0.54,10.1,5
8.8,0.7,0.26,2.1,0.083,23,81,0.99623,3.27,0.64,9.8,6
8.2,0.36,0.31,2,0.087,6,15,0.9966,3.31,0.93,9.4,6
7.1,0.43,0.4,1.9,0.064,32,54,0.99476,3.39,0.64,10.5,6
11.6,0.38,0.53,2.4,0.092,6,16,0.99852,3.15,0.72,11,7
8.3,0.5,0.32,2.9,0.051,40.5,289,0.9984,3.29,0.57,9.2,6
12.5,0.46,0.54,2.6,0.07,6,20,0.999,3.14,0.52,10.9,5
8.7,0.35,0.27,2.4,0.073,25,85,0.99628,3.34,0.85,10.7,7
7.6,0.74,0.21,2.3,0.044,15,27,0.9947,3.28,0.72,9.7,5
6.7,0.725,0.06,2,0.081,21,77,0.9963,3.5,0.53,9.8,5
7.7,0.64,0.26,2.1,0.076,32,44,0.99622,3.28,0.56,9.9,6
7.8,0.28,0.32,2.7,0.064,6,28,0.99334,3.23,0.7,11.9,6
8,0.32,0.25,2.2,0.089,29,66,0.99656,3.13,0.44,10.6,7
7.7,0.46,0.21,4,0.073,30,134,0.9972,3.23,0.5,9,5
12.6,0.27,0.49,1.7,0.041,6,16,0.99526,3.14,0.77,12.7,7
7.5,0.57,0.02,5.5,0.078,12,19,0.99745,3.22,0.6,10.5,5
7.1,0.69,0,1.9,0.041,26,48,0.99661,3.51,0.59,9.5,5
7.6,0.63,0.27,2,0.104,8,18,0.99613,3.27,0.54,9.8,6
8.9,0.43,0.24,1.9,0.094,16,86,0.99734,3.27,0.56,10.5,5
8,0.38,0.3,2,0.05,5,15,0.9958,3.3,0.42,10.2,5
6.4,0.49,0.19,2.3,0.077,22,54,0.9948,3.34,0.54,9.4,7
6.7,0.27,0.43,1.6,0.08,21,37,0.9948,3.33,0.8,12.1,7
9.1,0.49,0.28,3.4,0.082,16,104,0.9976,3.28,0.6,9.3,5
7.6,0.33,0.2,1.7,0.069,8,20,0.9964,3.2,0.43,9.5,4
12.3,0.39,0.49,2.7,0.1,15,112,1.0014,3.08,0.53,9.5,5
7.8,0.77,0.01,2.3,0.078,12,87,0.9967,3.42,0.52,9.5,5
6.9,0.715,0.1,2.1,0.089,17,81,0.99855,3.56,0.52,9.5,5
7.2,0.58,0,2.1,0.079,6,12,0.99387,3.33,0.62,12,6
6.1,0.52,0,2.3,0.072,16,52,0.99354,3.54,0.86,12.1,8
12,0.24,0.66,3.3,0.091,14,47,1.0004,3.16,0.79,11,6
12.5,0.44,0.63,2.3,0.085,24,38,0.99704,3.17,0.73,10.3,6
7.1,0.45,0.3,1.7,0.086,20,84,0.99656,3.42,0.55,9.2,5
6.2,0.38,0.32,2.2,0.073,19,54,0.99636,3.53,0.64,9.6,5
8.4,0.6,0.28,3,0.075,10,41,0.9978,3.12,0.49,11.7,6
6.8,0.735,0.08,1.8,0.1,12,65,0.9964,3.45,0.52,9.5,4
7.9,0.77,0,1.9,0.057,6,18,0.99628,3.36,0.46,9.5,5
8.2,0.31,0.4,2.3,0.079,31,67,0.99716,3.31,0.71,9.5,6
7.6,0.61,0.07,2,0.094,17,45,0.9981,3.41,0.7,10.3,6
8.7,0.27,0.53,2.4,0.082,7,18,0.99774,3.6,1.17,9.7,5
12.5,0.39,0.49,3.9,0.065,6,24,0.9986,3.18,0.63,10,4
8.3,0.835,0,2.2,0.084,6,31,0.9978,3.33,0.53,10.5,6
7.6,0.74,0,1.4,0.055,16,44,0.99182,3.44,0.4,10.1,6
6.4,0.63,0.14,1.8,0.062,13,23,0.99538,3.68,0.63,10.4,7
8,0.43,0.59,2.5,0.085,7,11,0.99718,3.2,0.64,12.4,6
6.8,0.64,0.09,2.2,0.085,35,70,0.99815,3.4,0.69,12,7
12,0.48,0.63,3.3,0.084,6,15,1,3.2,0.64,9.4,6
7.7,0.48,0.2,1.8,0.067,19,50,0.9963,3.33,0.62,9.5,6
8.5,0.64,0.45,3.6,0.097,5,16,0.9976,3.24,0.66,9.9,8
6.5,0.36,0.16,1.8,0.064,15,35,0.99397,3.49,0.62,11.3,6
10.2,0.32,0.45,2,0.072,14,32,0.9956,3.33,0.76,11.2,6
6.7,0.53,0.24,2.3,0.077,21,51,0.9948,3.34,0.6,12.8,7
7.5,0.49,0.31,1.8,0.102,19,50,0.99648,3.37,0.53,10.9,6
8.8,0.5,0.09,2.4,0.073,35,53,0.99745,3.15,0.57,12.3,6
10.1,0.27,0.43,2.3,0.095,11,18,0.99584,3.02,0.81,13.6,7
11.6,0.32,0.55,2.4,0.085,14,31,1.00012,3.07,0.54,9.8,5
7.6,0.34,0.33,1.9,0.076,16,46,0.9972,3.34,0.77,10,6
11.5,0.32,0.63,2.6,0.082,12,29,0.9996,3.28,0.78,10.9,8
11.7,0.84,0.36,2,0.074,7,31,0.99575,3.23,0.73,10.9,5
9,0.56,0.19,2.3,0.073,13,48,0.99451,3.39,0.82,11.2,7
9.3,0.5,0.49,5.5,0.117,18,112,0.9982,3.22,0.5,9.4,5
7.7,0.53,0.18,2.6,0.106,12,31,0.99622,3.3,0.93,10,6
12.6,0.48,0.49,1.7,0.091,10,50,0.9997,2.98,0.64,10.2,5
10.6,0.59,0.49,2.2,0.095,20,49,1.0002,3.19,0.49,9.5,6
7.7,0.43,0.32,2.2,0.071,28,121,0.9966,3.32,0.83,9.5,5
8.1,0.39,0.39,4.3,0.095,5,10,0.99408,3.37,0.62,12,6
8.4,0.24,0.34,2.2,0.062,6,12,0.99565,3.27,0.83,10,6
6.4,0.63,0.03,2.1,0.084,16,65,0.99508,3.58,0.63,11.8,6
7.2,0.72,0,2.1,0.068,20,46,0.99494,3.42,0.72,11.2,7
11.9,0.38,0.55,2.4,0.128,6,23,1.0008,3.16,0.62,9.5,5
9.1,0.64,0.22,2.5,0.082,32,48,0.99692,3.24,0.62,10,6
12.8,0.4,0.5,8.3,0.083,18,98,1.0022,3.07,0.53,12,5
8.6,0.3,0.36,2.2,0.09,36,100,0.99517,3.21,0.74,11.4,7
7.4,0.49,0.26,1.7,0.077,33,85,0.99622,3.35,0.58,9.2,5
8.9,0.34,0.36,1.9,0.08,27,69,0.99748,3.39,0.77,12.5,6
7.1,0.69,0.06,2,0.087,21,51,0.9955,3.41,0.39,10.3,6
10.4,0.475,0.63,2.6,0.091,7,20,0.9994,3.16,0.77,13.3,7
8.6,0.41,0.49,2.8,0.092,24,33,0.9986,3.2,0.73,11.3,6
5.6,0.56,0.07,1.7,0.044,8,18,0.99385,3.38,0.62,11.1,6
7.4,0.3,0.3,1.9,0.082,13,31,0.99388,3.52,0.88,12.8,7
11.3,0.41,0.54,2.6,0.072,3,9,0.99504,3.26,0.76,11.7,6
7.8,0.31,0.36,2.1,0.109,5,10,0.99734,3.29,0.54,11.7,6
11.9,0.38,0.49,3,0.1,5,13,1.0003,3.14,0.61,10,6
6.6,0.58,0.02,6.6,0.082,6,14,0.9948,3.36,0.58,12.5,7
9.2,0.84,0.26,2.2,0.104,52,98,0.998,3.22,0.62,9.4,5
6.9,0.36,0.31,1.9,0.074,26,65,0.99387,3.35,0.82,11.9,7
6.2,0.51,0.11,2.2,0.084,14,26,0.99538,3.54,0.89,11.1,6
7.4,0.47,0.47,2.3,0.061,24,64,0.9979,3.25,0.48,9.5,5
7.4,0.56,0.26,2.2,0.062,12,31,0.99408,3.35,0.88,12.6,7
8.9,0.41,0.31,4,0.097,15,49,0.9969,3.21,0.62,11.2,6
7.7,0.55,0.21,1.9,0.085,15,65,0.9969,3.16,0.56,10.5,5
6.6,0.59,0,1.5,0.069,5,10,0.99458,3.44,0.6,10.3,6
12.4,0.39,0.49,5.8,0.081,9,42,1.0022,3.03,0.57,9.4,6
8.6,0.745,0.24,1.8,0.123,5,10,0.99498,3.16,0.48,9.5,5
7.3,0.81,0.13,4.3,0.076,28,54,0.99668,3.38,0.46,9.5,5
6.2,0.84,0.04,1.8,0.099,16,44,0.9934,3.56,0.56,11.4,5
8.4,0.48,0.24,2.6,0.079,19,110,0.9976,3.12,0.49,9.4,5
8.2,1.18,0.25,1.8,0.081,11,65,0.99632,3.31,0.55,9.5,5
8.5,0.6,0.22,2.3,0.081,21,119,0.9968,3.27,0.56,9.3,5
7.4,0.59,0.26,2,0.082,31,92,0.99694,3.52,0.49,9.7,6
13.5,0.35,0.49,1.6,0.084,14,35,0.9981,3.04,0.66,9.4,4
10.3,0.31,0.59,2.8,0.092,6,21,0.9994,3.19,0.61,13.4,6
7.8,0.5,0.19,3.9,0.084,10,35,0.99688,3.26,0.71,9.8,5
7.2,0.735,0.02,1.9,0.086,29,90,0.9971,3.38,0.5,9.1,5
8.1,0.28,0.49,2.3,0.095,18,95,0.9962,3.31,0.6,9.4,7
7.8,0.545,0.12,5.2,0.096,11,25,0.99577,3.36,0.69,10.55,5
13.3,0.615,0.6,2.8,0.083,6,62,1.0022,3,0.74,10,5
8.2,0.82,0.03,1.8,0.078,18,38,0.9973,3.27,0.57,9.5,5
7.9,0.655,0.14,2.5,0.056,3,8,0.99362,3.35,0.59,12.1,7
9.5,0.39,0.31,2.8,0.094,21,51,0.99782,3.27,0.55,9.5,5
8,0.47,0.3,1.6,0.067,20,110,0.999,3.2,1.17,9.4,5
7.1,0.43,0.41,3.3,0.052,14,25,0.99458,3.44,0.71,11.5,6
7,0.26,0.35,2,0.073,9,92,0.99613,3.42,0.71,10,7
7.6,0.78,0.26,4.5,0.084,24,58,0.9972,3.27,0.54,9.1,4
7.4,0.56,0,2,0.092,29,60,0.99619,3.43,0.6,10.5,6
8.9,0.28,0.33,2.6,0.058,15,29,0.99528,3.12,0.57,10.8,5
6.8,0.3,0.42,2,0.071,24,64,0.9948,3.55,0.77,12.9,7
10.9,0.62,0.38,1.8,0.088,52,74,0.99708,3.15,0.52,9.5,5
5.1,0.84,0,2.3,0.058,17,43,0.99258,3.18,0.68,12.8,7
8.2,0.43,0.22,2.3,0.082,36,90,0.9982,3.39,0.52,10,5
8.6,0.38,0.3,1.5,0.084,11,119,0.9965,3.2,1.12,9.4,5
8.4,0.35,0.57,2.3,0.074,6,15,0.99566,3.25,0.53,9.3,5
9.9,0.6,0.49,2.7,0.086,23,143,0.9976,3.03,0.57,9.4,5
7.7,0.78,0.1,2.2,0.1,13,27,0.99628,3.1,0.49,11.2,5
7,0.43,0.16,2.2,0.064,26,48,0.9952,3.44,0.59,11.7,6
8.2,0.31,0.24,2.2,0.064,25,52,0.99408,3.43,0.77,12.7,7
6.7,0.43,0.24,5.6,0.05,19,37,0.9934,3.38,0.77,12.2,7
7.6,0.57,0.24,1.7,0.079,16,65,0.99578,3.15,0.47,9.5,5
8.8,0.4,0.53,2.2,0.105,7,20,0.995,3.21,0.57,11.06666667,6
8,0.46,0.23,2.1,0.081,23,49,0.99636,3.37,0.75,10.7,6
6,0.76,0,2.1,0.084,19,43,0.99508,3.52,0.5,9.4,4
8,0.48,0.24,1.6,0.067,16,20,0.99672,3.3,0.87,10.4,6
9.1,0.4,0.53,1.6,0.077,5,28,0.9974,3.26,1.13,9.1,4
8.2,0.35,0.32,2.2,0.073,30,69,0.99242,3.3,0.73,12.6,6
5.6,0.65,0,1.8,0.07,18,38,0.99157,3.68,0.53,9.8,6
7.5,0.42,0.57,2,0.077,10,21,0.9968,3.21,0.68,10,6
7,0.66,0,2.5,0.048,9,25,0.9968,3.36,0.52,9.8,6
9.9,0.49,0.49,2,0.084,32,141,0.9976,3.21,0.54,9.6,5
9.9,0.67,0.21,2.6,0.071,6,27,0.9982,3.15,0.47,11.9,5
8.9,0.46,0.45,3.2,0.074,7,16,0.99914,3.29,0.71,11.7,7
7.6,0.62,0.01,2.1,0.091,28,42,0.99504,3.38,0.51,11.8,5
6.6,0.58,0.06,1.7,0.062,16,46,0.9958,3.38,0.54,10.5,6
8.9,0.32,0.55,2.2,0.099,6,14,0.99562,3.36,0.85,11.1,8
7.3,0.39,0.3,1.7,0.081,20,84,0.99538,3.48,0.48,10.4,5
6.5,0.66,0,1.9,0.058,24,58,0.9958,2.94,0.6,9.2,6
7.7,0.56,0.05,1.8,0.07,7,16,0.99546,3,1.17,10.1,7
6.7,0.39,0.31,2,0.056,20,49,0.99472,3.38,0.81,12.5,6
8,0.48,0.11,1.9,0.091,36,48,0.99782,3.32,0.66,9.6,6
8.1,0.55,0.03,1.7,0.081,12,86,0.9972,3.2,0.43,9,5
10.2,0.49,0.37,5.8,0.214,7,32,1.001,3.16,0.62,11.8,6
7.7,0.43,0.42,2,0.074,24,44,0.9962,3.21,0.66,11,6
7,0.735,0.02,2.6,0.084,20,47,0.9988,3.47,0.6,9.4,6
7.3,0.935,0,1.9,0.068,24,66,0.99603,3.4,0.54,9.8,5
8.1,0.37,0.49,1.6,0.07,7,24,0.9972,3.26,1.13,9.3,5
7,0.39,0.32,3.8,0.08,4,9,0.99642,3.39,0.67,9.4,5
12.6,0.34,0.53,2.5,0.082,6,22,0.9988,3.3,0.66,10.6,7
7.1,0.66,0,2.3,0.097,26,52,0.9976,3.44,0.54,9.4,5
8.3,0.96,0,2.1,0.086,6,19,0.9978,3.39,0.52,9.4,5
6.8,0.715,0.03,1.8,0.057,13,28,0.99528,3.36,0.44,11.8,8
9.6,0.3,0.39,2.5,0.093,15,38,0.9981,3.28,0.87,9.5,6
7,0.66,0,2,0.071,33,44,0.99494,3.38,0.8,10.9,6
7.9,0.27,0.27,2.2,0.104,17,43,0.99716,3.52,0.73,10.1,5
6,0.3,0.43,1.7,0.069,26,60,0.9958,3.36,0.83,9.4,4
6.9,0.64,0.23,2.1,0.073,32,46,0.9963,3.35,0.64,10.1,6
8.7,0.36,0.23,2.3,0.071,20,136,0.9976,3.16,0.49,9.8,5
11.9,0.4,0.49,3,0.095,6,22,1.0026,3.16,0.49,9.3,5
8.9,0.4,0.45,2.2,0.044,6,21,0.99388,3.48,0.69,13.2,5
7.7,0.6,0,1.7,0.089,16,30,0.99538,3.36,0.44,10,7
7.4,0.51,0.01,2.3,0.058,34,66,0.99516,3.32,0.56,11.7,5
7,0.44,0.24,1.8,0.083,31,131,0.9969,3.47,0.57,9.4,5
7.5,0.56,0.03,2.6,0.077,28,109,0.9966,3.35,0.61,9.8,5
7.7,0.6,0.28,1.9,0.077,17,119,0.99628,3.26,0.49,9.9,6
8.4,0.39,0.54,2.5,0.091,14,81,0.999,3.17,0.69,9.6,3
6.1,0.58,0.02,2.1,0.074,6,13,0.99538,3.58,0.66,11.2,5
10.4,0.28,0.48,5.5,0.093,6,17,0.99738,3.26,0.87,11.9,7
7.5,0.6,0.26,1.9,0.063,16,86,0.99613,3.26,0.53,9.8,5
8.1,0.61,0.3,2.2,0.084,33,85,0.99752,3.28,0.61,9.4,6
9.4,0.56,0.25,2,0.088,29,58,0.9982,3.14,0.86,9.7,6
7.8,0.53,0.06,2.1,0.114,6,15,0.9964,3.27,0.59,9.8,7
11.9,0.38,0.49,1.4,0.095,7,28,0.9982,3.11,0.82,9.5,6
7.6,0.66,0.03,1.6,0.078,15,48,0.99586,3.33,0.47,10,6
6.2,0.59,0,1.8,0.055,6,12,0.9958,3.45,0.54,11,5
7.2,0.66,0.03,3,0.083,5,15,0.99761,3.38,0.48,10,6
9.8,0.6,0.28,2.4,0.076,33,79,0.99748,3.28,0.53,9.8,5
6.8,0.6,0.14,1.9,0.086,19,35,0.99522,3.51,0.57,9.1,6
10.3,0.47,0.47,2.1,0.085,24,64,0.99965,3.18,0.93,11,6
6.9,0.4,0.27,2.1,0.056,6,13,0.99672,3.26,0.6,11.3,6
8.8,0.39,0.6,2,0.082,9,22,0.99622,3.4,0.59,10.7,6
8.5,0.52,0.08,2.9,0.076,31,58,1.0002,3.48,0.72,10.9,6
5.1,0.53,0.04,1.7,0.044,4,12,0.99385,3.67,0.69,10.1,6
7.1,1.035,0.15,2,0.074,13,29,0.99438,3.29,0.48,11.7,6
11.9,0.39,0.6,3,0.095,16,39,1.0004,3.16,0.68,11,7
9.3,0.69,0.28,1.4,0.085,13,47,0.99652,3.34,0.48,9.7,6
9.9,0.5,0.21,2.1,0.07,13,31,0.99444,3.34,0.85,12.9,7
7.5,0.6,0.26,2.1,0.079,31,131,0.99612,3.27,0.62,10,6
8.3,0.745,0.11,2.1,0.111,10,22,0.99668,3.19,0.5,9.5,5
6,0.96,0,1.6,0.072,16,44,0.9956,3.58,0.56,9.4,5
7.9,0.74,0.05,1.7,0.062,34,61,0.9963,3.5,1.26,9.2,5
11.7,0.27,0.54,2.6,0.095,6,14,0.9984,3.17,0.53,9.7,5
7.7,0.32,0.32,2.8,0.079,51,77,0.99388,3.36,0.77,12.5,7
8.7,0.57,0.26,2.6,0.094,24,147,0.9994,3.21,0.57,9.9,6
7.4,0.43,0.2,5.1,0.095,3,10,0.9971,3.25,0.72,9.2,5
8.2,0.64,0.26,2.7,0.087,9,106,0.9972,3.26,0.59,9.3,5
9.9,0.615,0.24,5.15,0.098,4,11,0.9966,3.29,0.67,9.5,5
8.9,0.47,0.49,2.7,0.055,5,11,0.99182,3.39,0.62,11.8,6
7.3,0.31,0.36,2.6,0.054,6,15,0.99565,3.32,0.81,11,6
7.2,0.63,0.28,2.6,0.093,17,88,0.99736,3.3,0.53,9.5,5
7.8,0.53,0.09,2.5,0.123,12,19,0.99568,3.52,0.69,10.4,6
10,0.39,0.47,2.2,0.109,17,43,0.9994,3.1,0.7,9.1,6
7.3,0.56,0.14,1.9,0.077,12,19,0.9972,3.41,0.62,9,5
8.1,0.51,0,1.7,0.123,6,12,0.99624,3.32,0.74,11,7
9.4,0.28,0.49,2.5,0.104,5,14,0.998,3.14,0.57,10.7,6
10.1,0.28,0.55,2,0.092,15,53,0.9994,3.19,0.62,10,6
8.2,0.6,0.22,2,0.084,17,104,0.9976,3.28,0.54,9.4,5
7.1,0.725,0,2.1,0.066,6,15,0.99162,3.38,0.39,11.9,6
7.5,0.62,0.2,3.3,0.075,35,122,0.9978,3.21,0.52,9.2,5
9.3,0.29,0.6,2.4,0.068,25,48,0.99914,3.27,0.87,11.4,8
9.1,0.31,0.28,3.4,0.077,29,88,0.99788,3.31,0.62,9.6,5
5.7,0.685,0.11,2,0.093,6,32,0.99668,3.3,0.65,9.8,5
5.6,0.41,0,2.1,0.065,7,16,0.99252,3.54,0.76,12.5,6
6.8,0.61,0.2,1.8,0.078,36,46,0.99498,3.39,0.63,10.3,7
10.6,0.39,0.49,2.1,0.09,13,54,0.9994,3.16,0.61,9.4,5
9.8,0.5,0.58,2,0.082,27,67,0.9988,3.03,0.56,9.4,5
11.1,0.38,0.66,2,0.08,5,13,0.99652,3.1,0.68,11.5,6
6,0.675,0.22,2.1,0.076,17,38,0.99636,3.53,0.58,10.7,5
10,0.56,0.24,2.1,0.102,5,13,0.9994,3.25,0.68,10.4,7
8.3,0.31,0.41,2.5,0.08,13,56,0.9984,3.17,0.61,10.3,5
6.4,0.64,0,2,0.096,7,16,0.99712,3.61,0.52,11.6,6
7,0.735,0.01,2.3,0.08,34,68,0.99492,3.39,0.56,10,6
7.9,0.57,0.02,3,0.076,8,19,0.9964,3.36,0.54,9.8,5
9.9,0.6,0.49,2,0.091,40,64,0.99578,3.3,0.61,12,7
8.7,0.44,0.4,2.2,0.094,6,14,0.998,3.31,0.93,9.5,6
8.8,0.31,0.37,2.2,0.079,19,49,0.99732,3.41,0.79,9.6,7
9.9,0.43,0.49,5.2,0.084,3,23,1.0021,3.3,0.61,12,5
9.5,0.44,0.38,2.2,0.038,6,20,0.99914,3.15,0.85,11.8,6
6.4,0.695,0,1.8,0.056,4,10,0.99536,3.51,0.56,11.9,6
8.9,0.935,0.25,2.1,0.077,23,104,0.99621,3.3,0.62,9.2,5
6.2,0.66,0.2,2.1,0.071,10,24,0.99588,3.39,0.59,11.4,5
9.7,0.42,0.57,1.7,0.08,17,86,0.99652,3.29,0.67,9.4,5
8.3,0.63,0.26,1.9,0.089,25,54,0.99622,3.26,0.57,9.8,5
8.9,0.37,0.45,2,0.118,6,15,0.99738,3.37,0.64,11,6
7.9,0.51,0.18,1.5,0.079,3,7,0.9948,3.4,0.64,10.2,5
12.3,0.38,0.49,4.8,0.091,17,38,1.0014,3.16,0.69,11,7
9.6,0.39,0.27,2.9,0.092,27,85,0.99854,3.18,0.57,9.5,5
7.5,0.42,0.32,1.9,0.081,39,85,0.99728,3.35,0.64,9,5
6.1,0.49,0.08,2.1,0.076,16,28,0.9955,3.2,0.6,10,6
10.2,0.33,0.45,1.9,0.058,10,22,0.9976,3.16,0.62,9.5,5
7.7,0.6,0.26,1.9,0.076,31,68,0.996,3.2,0.53,9.6,5
7,0.885,0,2.2,0.08,17,91,0.9982,3.53,0.53,9.5,5
9.1,0.42,0.41,2.5,0.091,26,52,0.999,3.2,0.74,10.3,6
7,0.32,0.37,2.4,0.064,4,8,0.99584,3.34,0.72,11.3,7
10.4,0.45,0.49,2,0.091,27,67,0.9972,3.28,0.67,11.06666667,7
6,0.43,0,2.2,0.052,11,50,0.995,3.36,0.54,12.4,6
10.1,0.35,0.53,2.1,0.071,11,18,0.99534,3.2,0.77,12.2,6
5.6,0.725,0.04,2.15,0.086,7,31,0.9962,3.78,0.6,9.7,5
6.8,0.64,0.07,2.2,0.076,28,139,0.9973,3.51,0.53,9.7,5
8,0.9,0,1.9,0.091,4,10,0.99704,3.3,0.65,9.1,5
8.3,0.57,0.2,3.3,0.093,17,113,0.99815,3.26,0.49,9.5,5
7.6,0.38,0.45,2,0.044,5,19,0.9934,3.2,0.56,12.3,5
13.4,0.39,0.5,2,0.082,6,19,1.0002,2.74,0.51,9.2,6
8,0.38,0.51,1.8,0.077,4,12,0.99416,3.3,1.06,11.3,5
8.7,0.52,0.24,2.9,0.085,9,47,0.9994,3.02,0.59,9.7,5
7,0.52,0.1,2.1,0.073,17,42,0.99538,3.48,0.85,11.2,7
7.6,0.6,0.26,2.7,0.082,23,94,0.9977,3.33,0.52,9.7,5
5.3,0.33,0.32,1.8,0.042,18,96,0.9934,3.36,0.5,9.2,5
9.8,0.59,0.23,3.4,0.214,40,64,0.99738,3.21,0.6,9.4,5
10.1,0.41,0.53,2.1,0.194,10,21,0.99736,3.26,0.71,12.6,7
7.6,0.7,0.06,2.3,0.08,29,67,0.99628,3.33,0.52,9.8,5
9.2,0.49,0.49,2.5,0.097,23,147,0.9988,3.22,0.57,9.3,5
8.9,0.24,0.32,1.7,0.054,5,22,0.9961,3.34,0.44,10.7,7
6.2,0.56,0,2.8,0.07,30,54,0.99659,3.51,0.76,10.2,7
10.4,0.4,0.67,2,0.078,6,12,0.9968,3.15,0.53,9.8,6
6.2,0.63,0.08,2.7,0.076,10,25,0.99628,3.56,0.49,10.6,6
10.4,0.39,0.63,2,0.092,6,22,0.9976,3.17,0.63,11.4,6
6.1,0.84,0.1,1.3,0.077,6,28,0.9966,3.59,0.57,10.4,5
7.9,0.53,0.06,2.6,0.076,32,54,0.99618,3.33,0.83,10.9,7
8.6,0.42,0.3,3.4,0.077,42,60,0.9977,3.2,0.7,10.3,5
6.7,0.52,0.08,2.4,0.082,19,58,0.9964,3.36,0.82,10.4,7
7.9,0.87,0,2.4,0.077,8,32,0.99656,3.47,0.54,9.8,5
6.5,0.6,0.08,2.1,0.063,16,26,0.99538,3.44,0.68,10.2,3
8,0.635,0.1,3,0.096,15,39,0.99656,3.27,0.5,9.4,5
8.3,0.36,0.3,1.9,0.078,32,44,0.99494,3.38,0.82,11,6
12.6,0.31,0.49,2,0.098,11,42,1.0002,3.3,0.53,9.5,5
6.4,0.43,0.24,1.7,0.07,6,15,0.9956,3.39,0.64,10.9,5
6.4,0.69,0.57,1.8,0.117,5,10,0.99459,3.24,0.54,9.6,5
12.4,0.6,0.49,2.6,0.075,19,42,0.9976,3.14,0.57,10.9,6
8.7,0.785,0.16,2.3,0.084,19,77,0.9971,3.34,0.52,9.6,5
8.4,0.43,0.3,2.6,0.06,11,50,0.9959,3.2,0.59,10.5,6
8.9,0.31,0.54,3.4,0.077,8,17,0.99344,3.32,0.77,12,7
7.9,0.3,0.4,2.8,0.067,15,21,0.99467,3.27,0.68,12.9,6
6.2,0.41,0.14,2.2,0.067,11,21,0.99462,3.54,0.62,11.8,6
9.4,0.34,0.48,3.4,0.082,31,54,0.9987,3.23,0.52,9.2,5
8.6,0.58,0.25,2,0.086,31,134,0.9976,3.17,0.58,9.4,5
9.2,0.43,0.32,2.1,0.062,6,14,0.99476,3.28,0.76,11.5,6
9.6,0.87,0.24,2.3,0.078,6,31,0.99656,3.25,0.5,9.7,5
11.4,0.5,0.53,2.6,0.068,15,27,0.9934,3.17,0.85,12,7
8.7,0.635,0.37,2.8,0.1,12,45,0.9973,3.24,0.77,10.1,6
7.6,0.66,0.06,2.6,0.085,27,63,0.99739,3.37,0.56,9.9,6
12.6,0.6,0.49,2.7,0.1,6,21,0.9994,3.1,0.61,9.9,5
6.2,0.56,0.04,2.1,0.079,8,15,0.99855,3.52,0.71,10.5,6
7.7,0.67,0.19,2.8,0.083,22,54,0.99736,3.19,0.68,9.5,3
6.4,0.56,0.08,6.55,0.08,19,58,0.9974,3.47,0.82,10.7,8
7,0.735,0.08,2.4,0.064,18,42,0.9964,3.42,0.57,10.6,6
9,0.3,0.36,1.8,0.054,6,16,0.99739,3.43,0.62,10.9,5
6.4,0.73,0.02,4.1,0.076,7,12,0.99508,3.51,0.52,11.4,6
8.8,0.55,0.13,2.5,0.074,21,37,0.9987,3.44,0.89,10.5,7
6.4,0.62,0.14,1.8,0.078,32,44,0.99574,3.59,0.61,10.5,5
11.5,0.67,0.59,2.8,0.093,6,15,0.9986,3.36,0.62,10.4,6
9.2,0.41,0.32,2.1,0.092,19,66,0.99734,3.28,0.65,9.6,5
10.6,0.56,0.24,2,0.077,6,16,0.9971,3.15,0.42,9.8,5
9.8,0.64,0.22,1.6,0.081,10,41,0.9978,3.31,0.72,10,7
